"","V1","V2","V3","V4","V5"
"1",2.23378051255868,2.30408337636115,-0.350273250345494,-1.25624518136801,1.53621556791103
"2",2.36307789120158,2.27377747312388,-3.13482393650068,-0.631207065937192,3.85533142051556
"3",2.29676564507498,2.33932187701681,-2.2761715499684,-0.641405177728086,2.87502049575466
"4",2.55224107348417,2.5814649699161,-1.98280134190766,-0.698674004372447,2.65225144984818
"5",2.31694238895713,2.37905505122127,-1.03208735133627,-0.332618444571286,1.30259313364342
"6",2.04600260511529,2.18740589138883,-0.786170996603986,-0.446831598484647,1.09159930881509
"7",1.9361338278001,1.88340730166554,-0.779360915579812,-0.382926710636098,1.21501415235047
"8",1.67806191771538,1.56168110573685,-1.18645520678779,-0.419284785337005,1.72212080410332
"9",1.99378345666639,1.66740254262306,-0.111951258541463,-0.616456542949783,1.05478871553458
"10",2.37430186058988,2.36391436486674,-0.976015054824258,-0.212923598502236,1.19932614904964
"11",1.74729918268254,2.01659401491425,-0.553746469280863,-0.366406455665105,0.65085809271426
"12",2.6082959202196,2.62999271653024,-1.0313502891585,-0.436598671726679,1.44625216457453
"13",1.78881197824475,1.60573965844979,-1.75131433132914,-0.441018356701022,2.37540500782512
"14",1.5503660310793,1.18501103445284,0.439534165291103,-0.144643119759741,0.0704639510950956
"15",2.38111711282785,2.30814956298292,-0.576576815841294,-1.31240226147717,1.96194662716339
"16",2.1583607212318,2.19393169160087,-1.36460411193917,-0.518537337262771,1.84757047883287
"17",2.11278185312141,2.15728318113791,-2.3938238764204,-0.635591329671821,2.98491387807572
"18",2.21189591778523,2.3433835380057,-2.75653641331808,-0.661501125143553,3.28654991824117
"19",2.43250820232779,2.46516044699881,-2.7130505794459,-0.358670833287619,3.0390691680625
"20",1.97071184341459,1.73128422416137,-1.28251695315651,-0.339383526497247,1.86132809890697
"21",2.16296891663289,2.10688666578626,-1.13725578165251,-0.529098611984622,1.72243664448376
"22",1.9903770090195,2.05632103108049,-2.31883052280896,-0.445035858058071,2.69792235880605
"23",2.51976948872483,2.5441330767381,-1.20574157861806,-0.675275114518844,1.85665310512363
"24",2.02507115032063,2.02714919582245,-1.44499068151049,-0.329608743496955,1.77252137950562
"25",1.89011289532232,1.73486112917938,-0.776756982357083,-0.168451830083384,1.10046057858341
"26",2.39378201482878,2.44149074246777,-1.40995604634684,-0.406918479440687,1.76916579814854
"27",2.0910832815039,2.0382178830031,-0.762186104660883,-0.688756023345791,1.50380752650748
"28",1.75182556086365,1.88230544868065,-0.467268414905286,-0.373155598832032,0.709944125920318
"29",2.354085239542,2.35575826788908,-1.28322604151689,-0.476595874120171,1.75814888728999
"30",1.60494295781936,1.59124792962963,-0.391994318595425,-0.0260395790542799,0.431728925839435
"31",1.59485817011348,1.58262045978436,-1.40519892331073,-0.350125725885316,1.76756235952517
"32",2.45078569418073,2.55506411542287,-2.52234804844762,-0.775950978868859,3.19402060607434
"33",2.22760178307001,2.32608078157472,-1.04658532453573,-0.414100470212059,1.36220679624307
"34",1.99558004567551,1.93048984251043,-0.981223674889364,-0.281008163594987,1.32732204164943
"35",1.79190040257682,1.81281033287346,-1.88979316871146,-0.509263324434111,2.37814656284893
"36",1.87591600354268,1.85132854679095,-2.53124712681731,-0.37095457380855,2.92678915737759
"37",2.53143832067219,2.59040182611676,-0.306998422393237,-0.489320218988232,0.7373551359369
"38",2.24262968559865,2.22896960687642,-2.7716567712041,-0.530726705935574,3.3160435558619
"39",2.27295736778287,2.28456183600786,-0.418217879182048,-0.262767980914509,0.66938139187157
"40",2.34663772463151,2.46545734208103,-2.61669080715623,-0.479149870528315,2.97702106023502
"41",1.44010611126239,1.23585523856006,0.399721850789174,-0.175368488114999,-0.0201024899718474
"42",2.21720900882157,2.41029703160504,-0.145710474527666,-0.105734608229725,0.0583570599739159
"43",2.39716956653485,2.54672064905274,-0.834219276118913,-0.637545009621724,1.32221320322275
"44",1.97474054369979,2.15015881895732,-0.79538395877625,-0.16345857201433,0.783424255533052
"45",2.47909974521203,2.40178058962342,-0.98946030640554,-0.451778310036694,1.51855777203085
"46",1.50907044737229,1.55625923968873,-1.39264557816938,-0.194454844877342,1.53991163073028
"47",2.39265780539353,2.38894216203743,-0.662087770684094,-0.610540849350195,1.27634426339039
"48",1.7632101847212,1.54955307426829,-1.44212868857785,-0.397712842564521,2.05349864159528
"49",2.42282122974489,2.48819908035103,-0.757966343602255,-0.422787992587825,1.11537648558394
"50",1.9264657832121,1.77704978404974,-0.264715906957313,-0.178338629134459,0.592470535254134
"51",2.05163629650565,2.1791150841641,-0.12799559668141,0.0518876121488329,-0.0513708031258735
"52",2.27554146207519,2.35035959333352,-0.475393424180992,-0.261128129420805,0.661703422343471
"53",1.76190708892321,1.10082934081087,0.774571960185046,0.0344634984357849,-0.147957710508491
"54",2.09245773090426,2.03914650162871,-0.192787696981792,-0.75771993173356,1.0038188579909
"55",2.10483592251328,2.36409221103975,-1.72762159236623,-0.468986671601246,1.93735197544101
"56",1.11428651411771,0.766008915857223,-0.369702291947215,0.0025151970938051,0.715464693113894
"57",1.78416777894468,1.75313055631746,-0.768906143416718,-0.28098996561,1.08093333165394
"58",2.42031543446087,2.38373127657587,-2.53955622361421,-0.776381643491938,3.35252202499115
"59",2.56053619901992,2.63711923927566,-0.961066346560311,-0.198079563081499,1.08256286938607
"60",2.18219914248645,2.22430514246459,-0.937796472383337,-0.447544705840796,1.34323517824599
"61",2.29621799148718,2.37568074904364,-1.05524280842011,-0.492688511016566,1.46846856188021
"62",2.16905263332758,2.21260259362646,-1.62811407095562,-0.588366904450259,2.17293101510699
"63",1.75336425187349,1.73690722832256,-1.85976776026443,-0.480312867040065,2.35653765085543
"64",2.36149881481973,2.41471974515048,-0.582529802665139,-0.28672250178882,0.816031374123205
"65",2.06165885410887,1.9947383930383,-0.413514590400216,-0.260090355809221,0.740525407280003
"66",2.01995278839051,2.16529631285562,-0.203062180136562,-0.00650350104326891,0.0642221567147258
"67",2.07802032894818,2.0644768560746,-0.906776436220222,-0.0720299327272954,0.992349841821095
"68",1.77667459165373,1.74329258637933,-2.53279738271144,-0.351349410873537,2.91752879885937
"69",1.73597926997587,1.79202685562767,-2.12427664636777,-0.248657040021531,2.3168861007375
"70",2.3781065888736,2.37512816164852,-1.12114610530408,-0.307550703041506,1.43167523557066
"71",2.0533080525154,2.05491576615356,-0.152184223473537,-0.238866958554325,0.389443468389706
"72",1.75318979672654,1.62395092005023,-0.837408180091715,-0.223051971523684,1.1896990282917
"73",2.43124007428584,2.48617396198374,-1.27635605232925,-0.681153291480729,1.90257545611209
"74",2.50005031907921,2.47504262943612,-1.72249999208284,-0.370037210463189,2.11754489218912
"75",1.55335204903793,1.90855581172335,-0.438002365172459,0.0319509269794933,0.0508476755075467
"76",1.9589458425325,1.99488623641247,-2.92884696493472,-0.403773728470788,3.29668029952553
"77",2.24104920552789,2.24007442048449,-2.52699285740033,-0.248852760660559,2.77682040310429
"78",1.83289742454614,0.486655760032071,1.35152663680709,-0.0675093879630032,0.0622244156699792
"79",2.14925869065631,2.15536232749839,-2.27794960812275,-0.242319420098559,2.51416539137923
"80",1.67497594849671,1.67908362257787,-0.827477216184567,-0.417347455399236,1.24071699750264
"81",2.00057282110031,1.95912029794221,-0.657547707952973,-0.51469424141023,1.2136944725213
"82",1.68815716434892,1.99478128879944,-1.80050153036967,-0.533869990252625,2.02774739617178
"83",2.29977305216992,2.42905377599812,-2.90412268296878,-0.539262792233774,3.31410475137435
"84",2.46369049154963,2.53227245788706,-0.777318260781228,-0.425760228465035,1.13449652290884
"85",2.38772041659038,2.51325201394355,-0.759357478635203,-0.338042414478627,0.971868295760655
"86",2.50081014083932,2.65425231908619,-3.18850721501238,-0.475386447055825,3.51045148382134
"87",2.19910680308556,2.41704790435103,-0.604716614567806,-0.618279983373768,1.00505549667611
"88",2.46118875078633,2.50791124616695,-2.85858856471212,-0.664665231682266,3.47653130101376
"89",2.26869663867054,2.27619670469683,-2.79967351042405,-0.631790867752266,3.42396431215003
"90",1.69994469584011,1.71401708340671,-1.59014893482689,-0.383029550725455,1.95910609798574
"91",2.23198147435595,2.24173614137163,-1.16570734563347,-0.581376520769125,1.73732919938691
"92",2.47548632633706,2.45342701806775,-0.305042016932957,-0.978490980469752,1.30559230567202
"93",2.10169632358367,2.11380677683094,-1.63244326548967,-0.512214752766755,2.13254756500915
"94",2.37274506644546,2.44107629428852,-0.108668620913309,-0.919230320983682,0.959567714053928
"95",1.80038519428309,1.60124802647167,-0.388801776047529,-0.189974293994622,0.777913237853576
"96",1.9577644600201,2.05540660867353,-2.93406550870853,-0.532699475457096,3.3691228355122
"97",2.43209472921573,2.01939957087174,-1.10396380199967,-0.766686725164035,2.28334568550769
"98",2.29973613294701,2.27868781157037,-0.861871177253671,-0.31312616804479,1.1960456666751
"99",1.62910181961917,1.44009920626024,-1.08956564170706,-0.231402396847025,1.50997065191302
"100",2.16615061512473,2.25834470602197,-0.330192719412599,-0.217915408491699,0.455914037007056
"101",2.24973990359645,2.33334513144339,-1.61197565818816,-0.475402166775608,2.00377259711682
"102",2.35585925803793,2.36371479350513,-2.8819409663609,-0.512478920160544,3.38656435105424
"103",2.22518006758818,2.26992819090098,-2.00103813213259,-0.402402538012354,2.35869254683215
"104",1.22782878411969,1.23826472805177,-0.360685226162202,-0.198463969538312,0.548713251768434
"105",1.71923565178799,1.39746852075413,-0.120374873363105,-0.37752169927863,0.819663703675597
"106",2.6376351442547,2.70127876495526,-2.20870420876207,-0.849012125297371,2.99407271335888
"107",1.82664966496155,1.57494890764974,-0.739557920359143,-0.376715826356721,1.36797450402767
"108",2.0227266380268,1.8183655727999,-2.21133694817799,-0.563183221496299,2.97888123490118
"109",2.37490190235259,2.50602268260399,-2.46763303964839,-0.561767731009693,2.89827999040669
"110",1.51517475363953,1.0260183955755,0.815061869400875,0.0395430624788488,-0.365448573815699
