"","V1","V2","V3","V4","V5"
"1",2.13805439280143,2.0192086929194,-0.87283302098566,-0.70595868011706,1.69763740098475
"2",2.09614466458028,1.96945897557157,-0.797957506130823,-0.566557222927341,1.49120041806687
"3",2.12011498554233,2.0000759847691,-0.867229175307052,-0.664700209036087,1.65196838511637
"4",2.12807645577067,2.00902789436169,-1.07401401131928,-0.666328876395365,1.85939144912362
"5",2.10815125853468,1.99377929463624,-1.05621476188253,-0.518086996492907,1.68867372227387
"6",2.10460694877387,1.98393907200336,-0.950634784989415,-0.500878570174417,1.57218123193435
"7",2.13314670881174,2.00238434782229,-0.988973667780422,-0.663554218431883,1.78329024720175
"8",2.06041914201771,1.94413978805218,-0.92539205144321,-0.386806162458849,1.42847756786759
"9",2.0937400977369,1.9543764568904,-0.881200843292932,-0.476442292638971,1.4970067767784
"10",2.07975461106872,1.94446607254803,-0.930867922246962,-0.420396734153609,1.48655319492126
"11",2.11447234103928,1.99363591035856,-1.04233406796557,-0.609963173948557,1.77313367259484
"12",2.11397812768081,2.00287083645818,-0.953499724043743,-0.633525883218864,1.69813289848524
"13",2.11405716080803,1.99082758869796,-1.05064396312009,-0.526066078183391,1.69993961341356
"14",2.08152540613594,1.96186351571565,-0.915186707143175,-0.349663222268843,1.38451181983231
"15",2.0605223046711,1.92621896432521,-0.825987242669161,-0.391491680622045,1.35178226363709
"16",2.11128160401208,1.97984011730058,-0.825121569844293,-0.594614241823812,1.55117729837961
"17",2.08094337553759,1.96908822336606,-0.890888976951942,-0.483847338484237,1.48659146760771
"18",2.10133752002332,1.9633084430707,-0.809739892522013,-0.531453915197004,1.47922288467163
"19",2.110269477331,1.99708376816355,-0.948488626386628,-0.560684780119501,1.62235911567358
"20",2.082934800217,1.95178485522366,-0.872271956052049,-0.441354228778482,1.44477612982387
"21",2.13000898827439,2.00087875750465,-0.994913619006832,-0.626924258041578,1.75096810781814
"22",2.12042713122681,1.98148375586465,-0.928932817084523,-0.600057605753543,1.66793379820023
"23",2.10519122925897,1.97319520154642,-0.975305932305271,-0.493908161851046,1.60121012186886
"24",2.11466744359237,1.98724690474463,-0.902952602414659,-0.660039453531692,1.69041259479409
"25",2.09742475331904,1.9564433427618,-0.785361561068121,-0.443443198313951,1.36978616993931
"26",2.1050506203473,1.97623833391207,-0.857428929982269,-0.508072318219604,1.4943135346371
"27",2.11239009210458,1.99147519565758,-1.00581354703456,-0.658278476370524,1.78500691985209
"28",2.13787191251578,2.02316695764117,-0.992750698892542,-0.678084485641209,1.78554013940836
"29",2.09205090167411,1.9613961734897,-0.914548658271494,-0.490202787308065,1.53540617376397
"30",2.08722344457625,1.97601604466879,-0.954899027652077,-0.541507365783061,1.6076137933426
"31",2.10744537874596,1.96380482463176,-0.850170208301152,-0.506197673466018,1.50000843588137
